Date,High,Low,Open,Close,Volume,Adj Close
2020-10-18,0.25930601358413696,0.2507129907608032,0.25732600688934326,0.25321298837661743,5201090524,0.25321298837661743
2020-10-26,0.2584080100059509,0.23282800614833832,0.25321298837661743,0.23979699611663818,18812345615,0.23979699611663818
2020-11-02,0.266416996717453,0.22877199947834015,0.2398039996623993,0.2539390027523041,20793375186,0.2539390027523041
2020-11-09,0.27701398730278015,0.24611499905586243,0.2539390027523041,0.2696419954299927,22859317494,0.2696419954299927
2020-11-16,0.4919019937515259,0.26805299520492554,0.2696410119533539,0.44369998574256897,62611250137,0.44369998574256897
2020-11-23,0.7680190205574036,0.43473199009895325,0.44370099902153015,0.6062459945678711,152063471493,0.6062459945678711
2020-11-30,0.6791579723358154,0.5466870069503784,0.6062890291213989,0.6198509931564331,85617879552,0.6198509931564331
2020-12-07,0.6228320002555847,0.48728200793266296,0.6197140216827393,0.51146399974823,68533356541,0.51146399974823
2020-12-14,0.6539090275764465,0.4420279860496521,0.5116080045700073,0.5560579895973206,88488657908,0.5560579895973206
2020-12-21,0.5677670240402222,0.22136299312114716,0.555961012840271,0.28303900361061096,97079135359,0.28303900361061096
2020-12-28,0.3060159981250763,0.17483100295066833,0.28336599469184875,0.2258480042219162,51389951907,0.2258480042219162
2021-01-04,0.36529600620269775,0.21972200274467468,0.22603799402713776,0.31833600997924805,61686185032,0.31833600997924805
2021-01-11,0.31794100999832153,0.2594679892063141,0.31794100999832153,0.2773840129375458,39013930556,0.2773840129375458
2021-01-18,0.32618799805641174,0.24491700530052185,0.27737200260162354,0.2735089957714081,27797135146,0.2735089957714081
2021-01-25,0.49970200657844543,0.24553200602531433,0.27347299456596375,0.49231401085853577,68437247490,0.49231401085853577
2021-02-01,0.7448210120201111,0.3442690074443817,0.4925119876861572,0.41795799136161804,94945776090,0.41795799136161804
2021-02-08,0.6370350122451782,0.4127190113067627,0.4177660048007965,0.5941929817199707,79160442260,0.5941929817199707
2021-02-15,0.600051999092102,0.4824399948120117,0.5934529900550842,0.5485600233078003,57187013412,0.5485600233078003
2021-02-22,0.6398509740829468,0.3793019950389862,0.5483239889144897,0.41495299339294434,62654818042,0.41495299339294434
2021-03-01,0.4931420087814331,0.4135870039463043,0.4151090085506439,0.46686699986457825,25679547157,0.46686699986457825
2021-03-08,0.48764699697494507,0.43301498889923096,0.4668880105018616,0.442111998796463,22113987518,0.442111998796463
2021-03-15,0.5529289841651917,0.42654699087142944,0.44208699464797974,0.5198349952697754,33029440930,0.5198349952697754
2021-03-22,0.6026179790496826,0.4692850112915039,0.5198100209236145,0.5507559776306152,41137845628,0.5507559776306152
2021-03-28,0.6533499956130981,0.5447459816932678,0.5506449937820435,0.6467289924621582,33732772896,0.6467289924621582
2021-04-04,1.4920719861984253,0.633974015712738,0.6467030048370361,1.3605300188064575,155208834433,1.3605300188064575
2021-04-11,1.9649970531463623,1.1746649742126465,1.3540040254592896,1.4059979915618896,146805095567,1.4059979915618896
2021-04-18,1.5303809642791748,0.901078999042511,1.4094569683074951,1.032256007194519,98040023170,1.032256007194519
2021-04-25,1.6650110483169556,1.016921043395996,1.0351829528808594,1.5626410245895386,75209309649,1.5626410245895386
2021-05-02,1.7588200569152832,1.3386640548706055,1.5624929666519165,1.5352929830551147,74879506727,1.5352929830551147
2021-05-09,1.6257410049438477,1.2094570398330688,1.5344070196151733,1.452605962753296,74083765856,1.452605962753296
2021-05-16,1.7022089958190918,0.6522539854049683,1.4492039680480957,0.7970150113105774,93135802032,0.7970150113105774
2021-05-23,1.06694495677948,0.7585899829864502,0.7931619882583618,0.9066089987754822,43773875383,0.9066089987754822
2021-05-30,1.0996390581130981,0.8825560212135315,0.9063839912414551,0.945285975933075,29347517497,0.945285975933075
2021-06-06,0.9743459820747375,0.7886430025100708,0.9467179775238037,0.8831599950790405,23399876769,0.8831599950790405
2021-06-13,0.926110029220581,0.6993719935417175,0.8830479979515076,0.7763770222663879,19978535584,0.7763770222663879
2021-06-20,0.7797899842262268,0.5127099752426147,0.7747949957847595,0.6469230055809021,23762826686,0.6469230055809021
2021-06-27,0.7277259826660156,0.624550998210907,0.6482849717140198,0.6949449777603149,17119931964,0.6949449777603149
2021-07-04,0.6956530213356018,0.5936599969863892,0.6956530213356018,0.6359350085258484,14105962125,0.6359350085258484
2021-07-11,0.6572099924087524,0.5732390284538269,0.6363419890403748,0.5879219770431519,13008729324,0.5879219770431519
2021-07-18,0.6206960082054138,0.5179100036621094,0.5872250199317932,0.6063569784164429,14744779764,0.6063569784164429
2021-07-25,0.7762830257415771,0.6052989959716797,0.6068909764289856,0.7259219884872437,25320219740,0.7259219884872437
2021-08-01,0.8383809924125671,0.6978359818458557,0.7241449952125549,0.7787389755249023,21155322539,0.7787389755249023
2021-08-08,1.3491740226745605,0.7609090209007263,0.7790120244026184,1.288159966468811,53001684205,1.288159966468811
2021-08-15,1.3268990516662598,1.056771993637085,1.2849290370941162,1.2277220487594604,46334061871,1.2277220487594604
2021-08-22,1.3042199611663818,1.0526419878005981,1.2268120050430298,1.1408319473266602,34234544861,1.1408319473266602
2021-08-29,1.3215210437774658,1.0922499895095825,1.1423360109329224,1.3054980039596558,34186155400,1.3054980039596558
2021-09-05,1.4137669801712036,0.838254988193512,1.3073170185089111,1.119636058807373,46369883458,1.119636058807373
2021-09-12,1.1293209791183472,1.0296469926834106,1.1194230318069458,1.0484280586242676,21383670210,1.0484280586242676
2021-09-19,1.0504059791564941,0.8607339859008789,1.0489840507507324,0.944720983505249,29745618424,0.944720983505249
2021-09-26,1.0884380340576172,0.8879479765892029,0.9459580183029175,1.0551700592041016,24949793633,1.0551700592041016
2021-10-03,1.2276630401611328,1.0107049942016602,1.055770993232727,1.1384530067443848,26001626588,1.1384530067443848
2021-10-10,1.185520052909851,1.02736496925354,1.1373000144958496,1.0934679508209229,27211837001,1.0934679508209229
2021-10-17,1.1636699438095093,1.0671030282974243,1.0948339700698853,1.0883740186691284,16498996733,1.0883740186691284
2021-10-23,1.1006759405136108,1.0827711820602417,1.088622808456421,1.1006759405136108,2454360832,1.1006759405136108
