Ticker,LastPrice,Prediction,rmse
BTC-USD,62191.595703125,57688.09765625,8229.999819085537
ETH-USD,4567.860514322917,4572.0107421875,673.3131476880866
BNB-USD,557.2721557617188,567.7250366210938,87.22497988054829
SOL1-USD,227.71842193603516,nan,nan
ADA-USD,2.023332715034485,2.255650520324707,0.6169185725516744
XRP-USD,1.1985809803009033,0.9993581175804138,0.06905053576024679
DOT1-USD,52.96266301472982,nan,nan
HEX-USD,0.2190311998128891,nan,nan
DOGE-USD,0.2659539580345154,0.22769267857074738,0.09705251390843889
SHIB-USD,5.25242921867175e-05,nan,nan
LUNA1-USD,47.09230041503906,nan,nan
AVAX-USD,76.85462951660156,nan,nan
UNI3-USD,26.087320804595947,nan,nan
LINK-USD,31.659454345703125,30.613916397094727,5.189520906342401
LTC-USD,204.11621856689453,210.6435546875,11.762732315674807
MATIC-USD,1.961891810099284,nan,nan
ALGO-USD,1.866873413324356,nan,nan
BCH-USD,603.8962707519531,613.6448974609375,32.888128563665575
VET-USD,0.14541178941726685,nan,nan
XLM-USD,0.3773234635591507,0.28536462783813477,0.060804637611055604
ATOM1-USD,37.72502899169922,nan,nan
ICP1-USD,45.91550827026367,45.615501403808594,10.84822256905692
THETA-USD,7.51771338780721,7.378499984741211,3.420140790650339
FIL-USD,63.66114298502604,nan,nan
TRX-USD,0.10426422953605652,0.08749081939458847,0.020653811105423508
CRO-USD,0.28112244606018066,nan,nan
FTT1-USD,60.48918056488037,nan,nan
ETC-USD,53.582183837890625,50.85910415649414,7.386208171968335
FTM-USD,2.641726016998291,nan,nan
DAI1-USD,1.0007383227348328,nan,nan
EGLD-USD,298.6598612467448,nan,nan
HBAR-USD,0.39277566224336624,nan,nan
XTZ-USD,6.220103740692139,6.539055347442627,0.9077126812934876
GRT2-USD,1.0015529990196228,0.7371437549591064,0.10384669005870818
XMR-USD,263.52691650390625,259.322021484375,15.737010540106356
MANA-USD,2.5139997005462646,nan,nan
CAKE-USD,18.762221654256184,nan,nan
EOS-USD,4.641055941581726,5.430421352386475,0.7887354227600905
AAVE-USD,325.19212341308594,nan,nan
MIOTA-USD,1.3571482300758362,1.1126132011413574,0.4019853332390388
RUNE-USD,15.584511280059814,nan,nan
KSM-USD,435.8153610229492,nan,nan
BSV-USD,171.74930572509766,nan,nan
NEO-USD,46.03889846801758,38.68954849243164,6.696656819661459
QNT-USD,270.74822998046875,nan,nan
ONE2-USD,0.2904929965734482,nan,nan
AMP1-USD,0.06130328308790922,nan,nan
HNT1-USD,29.417245864868164,nan,nan
MKR-USD,2954.442626953125,nan,nan
WAVES-USD,26.13658396402995,22.433643341064453,4.667088856073372
AR-USD,77.4767328898112,nan,nan
CHZ-USD,0.46083617955446243,nan,nan
BTT1-USD,0.0040040877647697926,nan,nan
HOT1-USD,0.014744983054697514,nan,nan
ENJ-USD,2.897764265537262,nan,nan
STX1-USD,1.94816255569458,nan,nan
SAND-USD,2.9705591201782227,nan,nan
OMG-USD,16.945417404174805,16.771940231323242,1.935757175324455
CELO-USD,6.391870021820068,6.423587799072266,1.8839096577962238
COMP-USD,369.7002868652344,nan,nan
ZEC-USD,167.9955596923828,118.03719329833984,0.7125849754298677
DASH-USD,198.9395751953125,190.86590576171875,58.609096011137346
TFUEL-USD,0.3693088988463084,nan,nan
XEM-USD,0.19823934137821198,0.17553338408470154,0.06274144515369294
CRV-USD,4.276121616363525,nan,nan
CTC1-USD,2.6596158146858215,nan,nan
SUSHI-USD,12.680194854736328,nan,nan
QTUM-USD,15.98112154006958,10.532455444335938,2.346328314756736
DCR-USD,111.19510650634766,109.24760437011719,7.972661217532484
RVN-USD,0.14515244960784912,0.13431218266487122,0.014867432457658484
LRC-USD,1.1859934031963348,0.41696077585220337,0.11592062944597233
ICX-USD,2.1280384063720703,1.7353423833847046,0.3623275722150749
BAT-USD,0.9959595501422882,0.7695368528366089,0.23509001545608046
KDA-USD,7.873564958572388,nan,nan
ZIL-USD,0.11101734079420567,0.08796234428882599,0.0451754068628405
YFI-USD,34634.6591796875,nan,nan
SNX-USD,10.925758361816406,nan,nan
TUSD-USD,1.0000005215406418,nan,nan
IOTX-USD,0.12516917288303375,0.06824688613414764,0.022696612449983757
BTG-USD,65.22224617004395,46.42964553833008,14.210300813017593
XDC-USD,0.0936669409275055,0.09593791514635086,0.00904354917506377
SRM-USD,8.401509761810303,nan,nan
BNT-USD,4.369101047515869,3.407137155532837,1.0239480744426448
ANKR-USD,0.12797150574624538,nan,nan
ZRX-USD,1.243424932161967,1.210418462753296,0.20580936517220375
SC-USD,0.02064321283251047,0.018472084775567055,0.004701188264492278
ZEN-USD,85.65918922424316,78.47570037841797,17.939986826976142
CCXX-USD,54.89031219482422,nan,nan
IOST-USD,0.0520746698603034,0.038493022322654724,0.014809178003307546
ONT-USD,1.073753794034322,0.8856455683708191,0.08877170099027502
VLX-USD,0.31833552196621895,nan,nan
CEL-USD,4.083402951558431,nan,nan
WAXP-USD,0.4574592635035515,0.2300175279378891,0.08998022470179769
DGB-USD,0.05457908660173416,0.04674171283841133,0.011723502111943583
DFI-USD,2.634086847305298,nan,nan
NANO-USD,5.993090510368347,nan,nan
UMA-USD,12.136122465133667,nan,nan
GNO-USD,478.8257827758789,319.35662841796875,20.00791619811395
CELR-USD,0.11520227044820786,nan,nan
VGX-USD,2.4936083555221558,2.9273734092712402,1.200070220629374
XWC-USD,0.9114278256893158,1.0067051649093628,0.033297349464816925
NU-USD,0.9281225204467773,nan,nan
FET-USD,0.8387317359447479,nan,nan
GLM-USD,0.5846573114395142,0.47796958684921265,0.07106217195590338
CKB-USD,0.020427769981324673,nan,nan
RSR-USD,0.04276427626609802,nan,nan
STORJ-USD,1.7282801866531372,0.8554880023002625,0.2686098186111955
KAVA-USD,6.033550103505452,nan,nan
WIN1-USD,0.0007601040415465832,nan,nan
COTI-USD,0.6015069335699081,nan,nan
LSK-USD,3.584834635257721,5.3753557205200195,1.226112649298499
SXP-USD,2.4234026074409485,nan,nan
NMR-USD,44.57259559631348,nan,nan
VTHO-USD,0.010520441923290491,nan,nan
CTSI-USD,0.8210548460483551,nan,nan
ARRR-USD,2.011418968439102,nan,nan
MED-USD,0.07574448361992836,0.06557147204875946,0.04472070414062944
TWT-USD,1.1589201092720032,nan,nan
RLC-USD,4.915937423706055,4.598816871643066,0.7616020506078547
XVG-USD,0.024225083645433187,0.017871268093585968,0.004316301198046216
BCD-USD,2.1033902168273926,0.7954918146133423,0.6205653196189835
XCH-USD,223.19654846191406,155.18251037597656,18.36891403198242
HIVE-USD,0.83693927526474,nan,nan
NKN-USD,0.5106723407904307,0.24149857461452484,0.2655948779135942
BAND-USD,9.836940288543701,nan,nan
OXT-USD,0.5117793083190918,nan,nan
ARDR-USD,0.3402458727359772,nan,nan
VRA-USD,0.07727991292874019,nan,nan
ACH-USD,0.08765333145856857,0.060038696974515915,0.0545295131392777
SNT-USD,0.09613269940018654,0.09653670340776443,0.017627986011997103
ZNN-USD,60.14168357849121,nan,nan
CVC-USD,0.49175019065539044,0.3937704265117645,0.11856847793336897
DAG-USD,0.2557862102985382,0.25267550349235535,0.0510521737161745
EWT-USD,10.438943862915039,nan,nan
ETN-USD,0.017759055364876986,0.01689506508409977,0.005900806323999817
STRAX-USD,2.188916563987732,1.8939011096954346,0.16965443747384207
ERG-USD,8.88304328918457,10.729372024536133,3.4057843430837003
MIR1-USD,3.3972253799438477,3.4874114990234375,0.2871416077017784
REP-USD,24.87939453125,nan,nan
ARK-USD,1.994479775428772,1.536636233329773,0.7129871928573248
SAPP-USD,0.5084028244018555,nan,nan
STEEM-USD,0.6332826217015585,0.5113006234169006,0.3027168093088233
MLN-USD,134.89724731445312,109.85411071777344,14.17008462606692
MAID-USD,0.5454927384853363,0.5095272660255432,0.06449508119899874
MTL-USD,3.4715352058410645,3.2339749336242676,0.12604223969121456
TOMO-USD,2.724112351735433,2.3262901306152344,0.18522372703132395
PHA-USD,0.851149171590805,0.7304555177688599,0.10386224724352361
FUN-USD,0.0199626541386048,0.0195048488676548,0.003436125299484326
SYS-USD,0.33262190222740173,0.28242242336273193,0.0005692402079987974
ANT-USD,5.058992862701416,2.782771348953247,1.3505164582912739
HNS-USD,0.39726532498995465,nan,nan
DERO-USD,17.76152801513672,12.881248474121094,7.584378176654865
BAL-USD,27.357606887817383,nan,nan
WAN-USD,1.000411609808604,0.793826162815094,0.36962372930544735
KIN-USD,0.0001048748817993328,7.257827383000404e-05,3.135447663630152e-06
META-USD,0.127972774207592,nan,nan
RBTC-USD,61180.46484375,nan,nan
AVA-USD,3.0079986254374185,nan,nan
BTS-USD,0.0513731949031353,0.06315340101718903,0.007239858253309741
DIVI-USD,0.0587872676551342,nan,nan
MCO-USD,9.052509784698486,6.645752906799316,1.8192756558221486
IRIS-USD,0.11910257985194524,nan,nan
ATRI-USD,0.1651579588651657,0.10424533486366272,0.02976480177961863
KMD-USD,1.0639349520206451,1.2102553844451904,0.0051623558076683415
ZEL-USD,0.5734263956546783,0.39855462312698364,0.06623507479192517
XHV-USD,7.197071711222331,8.02736759185791,1.6839914920283297
NYE-USD,15.606652736663818,nan,nan
FIRO-USD,8.789013862609863,7.815672397613525,0.04947319030761732
ABBC-USD,0.12697850167751312,nan,nan
TT-USD,0.013338925782591105,nan,nan
DNT-USD,0.17815767228603363,0.1567617505788803,0.01593374556671548
ELA-USD,4.912680625915527,3.4149999618530273,1.7058060903260206
MONA-USD,1.5683412551879883,1.1150943040847778,0.4966795381254111
ADX-USD,0.8166800886392593,0.6954686641693115,0.12657517279897418
AION-USD,0.18577810376882553,0.182613804936409,0.1394031619246639
XNC-USD,1.2116102278232574,nan,nan
WOZX-USD,0.550139844417572,0.5188655257225037,0.22491566470036137
BTM-USD,0.055588532239198685,0.06738793104887009,0.08334614705114114
GAS-USD,9.010812520980835,5.159649848937988,2.251617845404085
BEPRO-USD,0.013292688876390457,nan,nan
NRG-USD,1.8843253552913666,nan,nan
GRS-USD,1.0137918591499329,0.8537712693214417,0.05463924571776238
FRONT-USD,1.133119821548462,nan,nan
WTC-USD,1.0065037608146667,2.1637356281280518,1.2501908342369266
PAC-USD,0.004950690548866987,nan,nan
NIM-USD,0.00893957051448524,0.007423084694892168,0.0007218238001870406
BEAM-USD,0.7451648314793905,nan,nan
BCN-USD,0.0003981356421718374,0.00030300539219751954,0.0004151147015611455
VERI-USD,33.13409614562988,24.240942001342773,25.41292559206486
